Location Name,Drum,Color,Qty,Capacity
Springfield,1,Coloring Agent10,0.0,88000.0
Springfield,3,Coloring Agent20,0.482,88000.0
Springfield,4,Coloring Agent40,0.0,88000.0
Springfield,5,Coloring Agent1,0.0,88000.0
Springfield,6,Coloring Agent8,0.0,88000.0
Springfield,7,Coloring Agent14,0.0,88000.0
Springfield,9,Coloring Agent37,-0.001,88000.0
Springfield,10,Coloring Agent5,0.0,88000.0
Springfield,11,Coloring Agent16,0.0,88000.0
Springfield,12,Coloring Agent2,0.0,88000.0
Springfield,13,Coloring Agent26,0.0,88000.0
Springfield,14,Coloring Agent32,0.0,88000.0
Springfield,15,Coloring Agent28,0.0,88000.0
Springfield,16,Coloring Agent22,0.0,88000.0
Springfield,17,Coloring Agent15,0.0,88000.0
Springfield,18,Coloring Agent29,0.0,88000.0
Springfield,19,Coloring Agent2,10169.0,88000.0
Springfield,20,Coloring Agent5,0.0,88000.0
Springfield,21,Coloring Agent29,0.0,88000.0
Springfield,22,Coloring Agent9,-0.001,88000.0
Springfield,23,Coloring Agent25,0.0,88000.0
Springfield,24,Coloring Agent26,9060.0,88000.0
Springfield,25,Coloring Agent6,-0.001,88000.0
Springfield,26,Coloring Agent31,0.0,88000.0
Springfield,27,Coloring Agent27,0.003,88000.0
Springfield,28,Coloring Agent1,0.0,88000.0
Springfield,29,Coloring Agent11,0.0,88000.0
Springfield,30,Coloring Agent1,10631.154,88000.0
Springfield,31,Coloring Agent39,0.0,88000.0
Springfield,32,Coloring Agent24,0.0,88000.0
Springfield,33,Coloring Agent33,0.0,88000.0
Springfield,34,Coloring Agent30,0.0,88000.0
Springfield,35,Coloring Agent36,0.0,88000.0
Springfield,36,Coloring Agent12,0.0,88000.0
Springfield,37,Coloring Agent23,0.0,88000.0
Springfield,38,Coloring Agent18,0.0,88000.0
Springfield,39,Coloring Agent31,0.0,88000.0
Springfield,40,Coloring Agent31,11558.0,88000.0
Springfield,41,Coloring Agent29,12574.0,88000.0
Springfield,42,Coloring Agent26,1248.0,88000.0
Springfield,43,Coloring Agent4,0.0,88000.0
Springfield,44,Coloring Agent17,0.0,88000.0
Springfield,45,Coloring Agent7,0.0,88000.0
Springfield,46,Coloring Agent5,10961.0,88000.0
Springfield,48,Coloring Agent13,0.0,88000.0
Springfield,49,Coloring Agent35,0.0,88000.0
Springfield,50,Coloring Agent3,0.001,88000.0
Springfield,2,,0.0,88000.0
Springfield,8,,0.0,88000.0
Springfield,47,,0.0,88000.0
