Location Name,Drum,Color,Qty,Capacity
Detroit,1,Coloring Agent24,-0.001,300000.0
Detroit,2,Coloring Agent14,0.0,300000.0
Detroit,3,Coloring Agent33,0.0,300000.0
Detroit,4,Coloring Agent40,0.0,300000.0
Detroit,5,Coloring Agent30,0.0,300000.0
Detroit,6,Coloring Agent39,0.0,300000.0
Detroit,7,Coloring Agent11,0.0,300000.0
Detroit,8,Coloring Agent7,0.0,300000.0
Detroit,9,Coloring Agent30,9942.818,300000.0
Detroit,10,Coloring Agent11,9743.0,300000.0
Detroit,11,Coloring Agent20,0.0,300000.0
Detroit,13,Coloring Agent32,0.0,300000.0
Detroit,14,Coloring Agent8,0.0,300000.0
Detroit,17,Coloring Agent27,0.0,300000.0
Detroit,18,Coloring Agent27,10095.0,300000.0
Detroit,19,Coloring Agent37,7902.5,300000.0
Detroit,20,Coloring Agent40,9744.092,300000.0
Detroit,21,Coloring Agent35,0.0,300000.0
Detroit,22,Coloring Agent13,8456.272,300000.0
Detroit,23,Coloring Agent16,6566.666,300000.0
Detroit,24,Coloring Agent3,0.0,300000.0
Detroit,25,Coloring Agent23,0.0,300000.0
Detroit,26,Coloring Agent6,0.0,300000.0
Detroit,27,Coloring Agent36,7286.941,300000.0
Detroit,28,Coloring Agent18,0.0,300000.0
Detroit,29,Coloring Agent17,10190.0,300000.0
Detroit,30,Coloring Agent15,0.0,300000.0
Detroit,31,Coloring Agent22,8494.0,300000.0
Detroit,32,Coloring Agent28,0.0,300000.0
Detroit,33,Coloring Agent19,0.0,300000.0
Detroit,34,Coloring Agent12,7089.165,300000.0
Detroit,35,Coloring Agent9,8271.769,300000.0
Detroit,36,Coloring Agent25,0.0,300000.0
Detroit,37,Coloring Agent21,0.0,300000.0
Detroit,38,Coloring Agent38,0.0,300000.0
Detroit,39,Coloring Agent4,0.0,300000.0
Detroit,40,Coloring Agent10,8990.999,300000.0
Detroit,12,,0.0,300000.0
Detroit,15,,0.0,300000.0
Detroit,16,,0.0,300000.0
